Year,LabelCity,CityNormalized,DEI,Status,Reason,BoundaryName,BoundaryGB,MatchMethod,TNTL
2020,吉林,吉林,41.1,matched,,吉林市,156220200,unique_exact_or_prefix,37211.5758235983
2020,吕梁,吕梁,38.2,matched,,吕梁市,156141100,unique_exact_or_prefix,36570.2441434407
2020,周口,周口,54.1,matched,,周口市,156411600,unique_exact_or_prefix,47815.9068557141
2020,呼伦贝尔,呼伦贝尔,38.8,matched,,呼伦贝尔市,156150700,unique_exact_or_prefix,19273.5604410835
2020,呼和浩特,呼和浩特,64.6,matched,,呼和浩特市,156150100,unique_exact_or_prefix,73547.926638282
2020,咸宁,咸宁,40,matched,,咸宁市,156421200,unique_exact_or_prefix,13721.6579015816
2020,咸阳,咸阳,61.5,matched,,咸阳市,156610400,unique_exact_or_prefix,67983.1727088143
2020,哈尔滨,哈尔滨,63,matched,,哈尔滨市,156230100,unique_exact_or_prefix,115221.461554926
2020,唐山,唐山,56.9,matched,,唐山市,156130200,unique_exact_or_prefix,127392.830175175
2020,商丘,商丘,45.3,matched,,商丘市,156411400,unique_exact_or_prefix,55095.3211862873
2020,喀什,喀什,36.3,matched,,喀什地区,156653100,unique_exact_or_prefix,38122.9644024297
2020,嘉兴,嘉兴,64.7,matched,,嘉兴市,156330400,unique_exact_or_prefix,135180.703274112
2020,大同,大同,40.1,matched,,大同市,156140200,unique_exact_or_prefix,60705.1682570799
2020,大庆,大庆,54,matched,,大庆市,156230600,unique_exact_or_prefix,70226.5653159791
2020,大理,大理,37.8,matched,,大理白族自治州,156532900,unique_exact_or_prefix,24115.6776583237
2020,大连,大连,70.3,matched,,大连市,156210200,unique_exact_or_prefix,94232.2364245073
2020,天水,天水,32.3,matched,,天水市,156620500,unique_exact_or_prefix,12764.9164240229
2020,天津,天津,73.5,matched,,天津市,156120000,unique_exact_or_prefix,351091.739113077
2020,太原,太原,64.5,matched,,太原市,156140100,unique_exact_or_prefix,124296.193363572
2020,威海,威海,57.8,matched,,威海市,156371000,unique_exact_or_prefix,53299.4940356315
2020,娄底,娄底,40.3,matched,,娄底市,156431300,unique_exact_or_prefix,14971.9592903946
2020,孝感,孝感,44.3,matched,,孝感市,156420900,unique_exact_or_prefix,22248.7829008827
2020,宁波,宁波,78.2,matched,,宁波市,156330200,unique_exact_or_prefix,229699.896912519
2020,安庆,安庆,45.3,matched,,安庆市,156340800,unique_exact_or_prefix,31574.1873234398
2020,安康,安康,35.2,matched,,安康市,156610900,unique_exact_or_prefix,11203.5402269017
2020,安阳,安阳,44.4,matched,,安阳市,156410500,unique_exact_or_prefix,51639.813873658
2020,宜宾,宜宾,45.8,matched,,宜宾市,156511500,unique_exact_or_prefix,29609.6756724021
2020,宜昌,宜昌,58.8,matched,,宜昌市,156420500,unique_exact_or_prefix,30322.8514297527
2020,宜春,宜春,44.6,matched,,宜春市,156360900,unique_exact_or_prefix,28645.3574787505
2020,宝鸡,宝鸡,50.3,matched,,宝鸡市,156610300,unique_exact_or_prefix,26394.6926069199
2020,宣城,宣城,39.3,matched,,宣城市,156341800,unique_exact_or_prefix,24255.0035002129
2020,宿州,宿州,42.9,matched,,宿州市,156341300,unique_exact_or_prefix,41183.179084372
2020,宿迁,宿迁,56,matched,,宿迁市,156321300,unique_exact_or_prefix,63056.7226548227
2020,岳阳,岳阳,52.3,matched,,岳阳市,156430600,unique_exact_or_prefix,23673.3496702858
2020,常州,常州,64.9,matched,,常州市,156320400,unique_exact_or_prefix,132201.710645633
2020,常德,常德,52.6,matched,,常德市,156430700,unique_exact_or_prefix,27795.7389402128
2020,平顶山,平顶山,49,matched,,平顶山市,156410400,unique_exact_or_prefix,36561.3798765309
2020,广元,广元,34.8,matched,,广元市,156510800,unique_exact_or_prefix,11654.1741649053
2020,广安,广安,36.3,matched,,广安市,156511600,unique_exact_or_prefix,19768.2116678654
2020,广州,广州,86.6,matched,,广州市,156440100,unique_exact_or_prefix,249183.910844798
2020,廊坊,廊坊,55.6,matched,,廊坊市,156131000,unique_exact_or_prefix,105036.13608332
2020,延安,延安,43.2,matched,,延安市,156610600,unique_exact_or_prefix,47545.82302456
2020,开封,开封,57.1,matched,,开封市,156410200,unique_exact_or_prefix,41562.5771190475
2020,张家口,张家口,48.7,matched,,张家口市,156130700,unique_exact_or_prefix,44387.6430180849
2020,徐州,徐州,60,matched,,徐州市,156320300,unique_exact_or_prefix,106537.41043103
2020,德州,德州,52.3,matched,,德州市,156371400,unique_exact_or_prefix,53346.6873229027
2020,德阳,德阳,48.4,matched,,德阳市,156510600,unique_exact_or_prefix,38976.6559967621
2020,怀化,怀化,39,matched,,怀化市,156431200,unique_exact_or_prefix,14635.419807938
2020,惠州,惠州,63.7,matched,,惠州市,156441300,unique_exact_or_prefix,120694.801715413
2020,成都,成都,89.2,matched,,成都市,156510100,unique_exact_or_prefix,297117.078853437
2020,扬州,扬州,64.2,matched,,扬州市,156321000,unique_exact_or_prefix,86487.9905361372
2020,承德,承德,44.4,matched,,承德市,156130800,unique_exact_or_prefix,27718.2992286799
2020,抚州,抚州,38.1,matched,,抚州市,156361000,unique_exact_or_prefix,18371.9368686311
2020,抚顺,抚顺,36.7,matched,,抚顺市,156210400,unique_exact_or_prefix,22378.6367292666
2020,拉萨,拉萨,53.7,matched,,拉萨市,156540100,unique_exact_or_prefix,23931.6775921162
2020,攀枝花,攀枝花,40.5,matched,,攀枝花市,156510400,unique_exact_or_prefix,11494.9125688258
2020,新乡,新乡,47.1,matched,,新乡市,156410700,unique_exact_or_prefix,57665.8541255166
2020,无锡,无锡,80.6,matched,,无锡市,156320200,unique_exact_or_prefix,173079.959636245
2020,昆明,昆明,64.5,matched,,昆明市,156530100,unique_exact_or_prefix,134489.815197201
2020,昌吉,昌吉,42.9,matched,,昌吉回族自治州,156652300,unique_exact_or_prefix,55153.3557620567
2020,昭通,昭通,33.6,matched,,昭通市,156530600,unique_exact_or_prefix,21667.320587974
2020,晋中,晋中,39.4,matched,,晋中市,156140700,unique_exact_or_prefix,52016.9719609709
2020,晋城,晋城,40.5,matched,,晋城市,156140500,unique_exact_or_prefix,27274.7308121597
2020,曲靖,曲靖,45.2,matched,,曲靖市,156530300,unique_exact_or_prefix,44905.4847518991
2020,杭州,杭州,89.1,matched,,杭州市,156330100,unique_exact_or_prefix,221856.235300355
2020,柳州,柳州,53.6,matched,,柳州市,156450200,unique_exact_or_prefix,52910.8978287706
2020,株洲,株洲,49.5,matched,,株洲市,156430200,unique_exact_or_prefix,26073.0680379185
2020,桂林,桂林,52.8,matched,,桂林市,156450300,unique_exact_or_prefix,28001.6355603181
2020,榆林,榆林,54,matched,,榆林市,156610800,unique_exact_or_prefix,104806.34174962
2020,武汉,武汉,77,matched,,武汉市,156420100,unique_exact_or_prefix,205593.11299157
2020,毕节,毕节,37.7,matched,,毕节市,156520500,unique_exact_or_prefix,25527.4209212411
2020,永州,永州,41.1,matched,,永州市,156431100,unique_exact_or_prefix,19530.727741917
2020,汉中,汉中,41.1,matched,,汉中市,156610700,unique_exact_or_prefix,23250.3816218175
2020,汕头,汕头,55.5,matched,,汕头市,156440500,unique_exact_or_prefix,67684.8787578335
2020,江门,江门,61,matched,,江门市,156440700,unique_exact_or_prefix,79923.9948746709
2020,池州,池州,38.5,matched,,池州市,156341700,unique_exact_or_prefix,9213.72098191766
2020,沈阳,沈阳,68.4,matched,,沈阳市,156210100,unique_exact_or_prefix,163667.183672602
2020,沧州,沧州,55,matched,,沧州市,156130900,unique_exact_or_prefix,84314.9024068351
2020,泉州,泉州,66,matched,,泉州市,156350500,unique_exact_or_prefix,152482.357002202
2020,泰安,泰安,49.9,matched,,泰安市,156370900,unique_exact_or_prefix,63427.7349861393
2020,泰州,泰州,63.6,matched,,泰州市,156321200,unique_exact_or_prefix,97513.1125690035
2020,泸州,泸州,43.4,matched,,泸州市,156510500,unique_exact_or_prefix,20144.0165073914
2020,洛阳,洛阳,57.2,matched,,洛阳市,156410300,unique_exact_or_prefix,75068.5037429627
2020,济南,济南,68.3,matched,,济南市,156370100,unique_exact_or_prefix,137593.321555297
2020,济宁,济宁,55.2,matched,,济宁市,156370800,unique_exact_or_prefix,76616.8801477783
2020,海东,海东,33.9,matched,,海东市,156630200,unique_exact_or_prefix,18359.5472036539
2020,海口,海口,60.5,matched,,海口市,156460100,unique_exact_or_prefix,33308.2580535875
2020,淄博,淄博,60.9,matched,,淄博市,156370300,unique_exact_or_prefix,72180.8219979843
2020,淮北,淮北,38,matched,,淮北市,156340600,unique_exact_or_prefix,27259.2287009066
2020,淮南,淮南,39,matched,,淮南市,156340400,unique_exact_or_prefix,29333.340739425
2020,淮安,淮安,46.1,matched,,淮安市,156320800,unique_exact_or_prefix,71585.3010060801
2020,深圳,深圳,90.2,matched,,深圳市,156440300,unique_exact_or_prefix,177517.079709842
2020,温州,温州,66,matched,,温州市,156330300,unique_exact_or_prefix,132437.374135651
2020,渭南,渭南,38.1,matched,,渭南市,156610500,unique_exact_or_prefix,36217.3729893385
2020,湖州,湖州,58.4,matched,,湖州市,156330500,unique_exact_or_prefix,79340.7714082278
2020,湘潭,湘潭,47.1,matched,,湘潭市,156430300,unique_exact_or_prefix,22387.6543652773
2020,湛江,湛江,56.3,matched,,湛江市,156440800,unique_exact_or_prefix,57227.4356055246
2020,滁州,滁州,48.2,matched,,滁州市,156341100,unique_exact_or_prefix,69206.97308262
2020,滨州,滨州,60.2,matched,,滨州市,156371600,unique_exact_or_prefix,64846.214414072
2020,漯河,漯河,39.9,matched,,漯河市,156411100,unique_exact_or_prefix,26210.0071937304
2020,漳州,漳州,60.7,matched,,漳州市,156350600,unique_exact_or_prefix,95862.5916941895
2020,潍坊,潍坊,63.2,matched,,潍坊市,156370700,unique_exact_or_prefix,135733.609662048
2020,濮阳,濮阳,39.5,matched,,濮阳市,156410900,unique_exact_or_prefix,40669.3818380599
2020,烟台,烟台,66.4,matched,,烟台市,156370600,unique_exact_or_prefix,97118.3035418758
2020,焦作,焦作,52.5,matched,,焦作市,156410800,unique_exact_or_prefix,34522.7387231439
2020,牡丹江,牡丹江,49.5,matched,,牡丹江市,156231000,unique_exact_or_prefix,23025.7213271202
2020,玉林,玉林,37.4,matched,,玉林市,156450900,unique_exact_or_prefix,24782.5897762219
2020,玉溪,玉溪,48.1,matched,,玉溪市,156530400,unique_exact_or_prefix,23233.354602277
2020,珠海,珠海,66.7,matched,,珠海市,156440400,unique_exact_or_prefix,39328.2111982434
2020,甘南,甘南,32.7,matched,,甘南藏族自治州,156623000,unique_exact_or_prefix,3878.39383311879
2020,百色,百色,35.3,matched,,百色市,156451000,unique_exact_or_prefix,20819.2360293907
2020,益阳,益阳,41,matched,,益阳市,156430900,unique_exact_or_prefix,11093.8183664883
2020,盐城,盐城,62,matched,,盐城市,156320900,unique_exact_or_prefix,115441.427381745
2020,眉山,眉山,36.7,matched,,眉山市,156511400,unique_exact_or_prefix,24570.0712578685
2020,石嘴山,石嘴山,39.2,matched,,石嘴山市,156640200,unique_exact_or_prefix,13685.9421968072
2020,石家庄,石家庄,69.1,matched,,石家庄市,156130100,unique_exact_or_prefix,110465.790558245
2020,福州,福州,72,matched,,福州市,156350100,unique_exact_or_prefix,121915.368691939
2020,秦皇岛,秦皇岛,52.8,matched,,秦皇岛市,156130300,unique_exact_or_prefix,38325.03688079
2020,红河,红河,43.3,matched,,红河哈尼族彝族自治州,156532500,unique_exact_or_prefix,29337.7536289341
2020,绍兴,绍兴,64,matched,,绍兴市,156330600,unique_exact_or_prefix,97855.9844258724
2020,绵阳,绵阳,67.1,matched,,绵阳市,156510700,unique_exact_or_prefix,39439.8725722
2020,聊城,聊城,38.2,matched,,聊城市,156371500,unique_exact_or_prefix,52377.1014454617
2020,肇庆,肇庆,49.3,matched,,肇庆市,156441200,unique_exact_or_prefix,43144.4706572939
2020,自贡,自贡,37.1,matched,,自贡市,156510300,unique_exact_or_prefix,15255.486801621
2020,舟山,舟山,35.8,matched,,舟山市,156330900,unique_exact_or_prefix,24837.1060688056
2020,芜湖,芜湖,60.7,matched,,芜湖市,156340200,unique_exact_or_prefix,50735.0657164644
2020,苏州,苏州,75.2,matched,,苏州市,156320500,unique_exact_or_prefix,409714.397780404
2020,茂名,茂名,49.6,matched,,茂名市,156440900,unique_exact_or_prefix,42494.3718216625
2020,荆州,荆州,43.1,matched,,荆州市,156421000,unique_exact_or_prefix,26611.4506157071
2020,荆门,荆门,45.1,matched,,荆门市,156420800,unique_exact_or_prefix,13199.6100067045
2020,菏泽,菏泽,54.9,matched,,菏泽市,156371700,unique_exact_or_prefix,72220.3624515043
2020,蚌埠,蚌埠,48.1,matched,,蚌埠市,156340300,unique_exact_or_prefix,36803.1408927212
2020,衡水,衡水,49.5,matched,,衡水市,156131100,unique_exact_or_prefix,25608.748094972
2020,衡阳,衡阳,50.7,matched,,衡阳市,156430400,unique_exact_or_prefix,21561.1966099029
2020,衢州,衢州,36.5,matched,,衢州市,156330800,unique_exact_or_prefix,27440.9420614163
2020,襄阳,襄阳,52.5,matched,,襄阳市,156420600,unique_exact_or_prefix,32585.8393368889
2020,西宁,西宁,59.1,matched,,西宁市,156630100,unique_exact_or_prefix,36814.5725314187
2020,西安,西安,68.6,matched,,西安市,156610100,unique_exact_or_prefix,187454.120676983
2020,许昌,许昌,52.6,matched,,许昌市,156411000,unique_exact_or_prefix,32844.3387671237
2020,贵港,贵港,34.8,matched,,贵港市,156450800,unique_exact_or_prefix,17718.7294125262
2020,贵阳,贵阳,70.4,matched,,贵阳市,156520100,unique_exact_or_prefix,74671.1917218583
2020,资阳,资阳,35.9,matched,,资阳市,156512000,unique_exact_or_prefix,12840.9159337834
2020,赣州,赣州,52,matched,,赣州市,156360700,unique_exact_or_prefix,50350.6517039224
2020,赤峰,赤峰,38.5,matched,,赤峰市,156150400,unique_exact_or_prefix,46644.0306191673
2020,达州,达州,39.1,matched,,达州市,156511700,unique_exact_or_prefix,24089.827889966
2020,运城,运城,38.7,matched,,运城市,156140800,unique_exact_or_prefix,32815.0410095925
2020,连云港,连云港,60.8,matched,,连云港市,156320700,unique_exact_or_prefix,56491.3264910497
2020,通辽,通辽,36.8,matched,,通辽市,156150500,unique_exact_or_prefix,27053.1537332825
2020,遂宁,遂宁,36.1,matched,,遂宁市,156510900,unique_exact_or_prefix,22655.2400168966
2020,遵义,遵义,55.7,matched,,遵义市,156520300,unique_exact_or_prefix,45121.2487991272
2020,邢台,邢台,52.5,matched,,邢台市,156130500,unique_exact_or_prefix,57040.7107408912
2020,邯郸,邯郸,57.3,matched,,邯郸市,156130400,unique_exact_or_prefix,67654.0844766603
2020,邵阳,邵阳,42.1,matched,,邵阳市,156430500,unique_exact_or_prefix,16278.0599446203
2020,郑州,郑州,73.1,matched,,郑州市,156410100,unique_exact_or_prefix,184419.754865543
2020,郴州,郴州,44.5,matched,,郴州市,156431000,unique_exact_or_prefix,14578.228721571
2020,鄂尔多斯,鄂尔多斯,50.3,matched,,鄂尔多斯市,156150600,unique_exact_or_prefix,70733.791174077
2020,酒泉,酒泉,39.1,matched,,酒泉市,156620900,unique_exact_or_prefix,22795.3581859579
2020,重庆,重庆,77.3,matched,,重庆市,156500000,unique_exact_or_prefix,268206.888761034
2020,金华,金华,67,matched,,金华市,156330700,unique_exact_or_prefix,141238.115090459
2020,金昌,金昌,34.2,matched,,金昌市,156620300,unique_exact_or_prefix,7830.9051601106
2020,钦州,钦州,38.7,matched,,钦州市,156450700,unique_exact_or_prefix,17691.4947805428
2020,铜仁,铜仁,36.8,matched,,铜仁市,156520600,unique_exact_or_prefix,18818.5825300254
2020,铜陵,铜陵,58.5,matched,,铜陵市,156340700,unique_exact_or_prefix,14042.6837047367
2020,银川,银川,61.1,matched,,银川市,156640100,unique_exact_or_prefix,85558.9009351454
2020,镇江,镇江,65.6,matched,,镇江市,156321100,unique_exact_or_prefix,81187.8424363917
2020,长春,长春,60.3,matched,,长春市,156220100,unique_exact_or_prefix,178216.381468707
2020,长沙,长沙,69.6,matched,,长沙市,156430100,unique_exact_or_prefix,125572.131357193
2020,长治,长治,42.6,matched,,长治市,156140400,unique_exact_or_prefix,52386.2349776343
2020,阜阳,阜阳,47.4,matched,,阜阳市,156341200,unique_exact_or_prefix,77742.2878633083
2020,阿克苏,阿克苏,36.2,matched,,阿克苏地区,156652900,unique_exact_or_prefix,101188.343176528
2020,雅安,雅安,35.7,matched,,雅安市,156511800,unique_exact_or_prefix,9048.01069810157
2020,青岛,青岛,71.6,matched,,青岛市,156370200,unique_exact_or_prefix,170046.514411418
2020,鞍山,鞍山,48.9,matched,,鞍山市,156210300,unique_exact_or_prefix,44899.5268716681
2020,马鞍山,马鞍山,51.2,matched,,马鞍山市,156340500,unique_exact_or_prefix,37794.0226145235
2020,驻马店,驻马店,43.8,matched,,驻马店市,156411700,unique_exact_or_prefix,58532.2333238546
2020,鹤壁,鹤壁,40,matched,,鹤壁市,156410600,unique_exact_or_prefix,18134.6267980954
2020,黄冈,黄冈,42.1,matched,,黄冈市,156421100,unique_exact_or_prefix,24949.2662792589
2020,黄山,黄山,42.9,matched,,黄山市,156341000,unique_exact_or_prefix,5018.53000128269
2020,黄石,黄石,42.8,matched,,黄石市,156420200,unique_exact_or_prefix,18653.4634293524
2020,黔东南,黔东南,34.4,matched,,黔东南苗族侗族自治州,156522600,unique_exact_or_prefix,18433.7685534697
2020,黔南,黔南,40.2,matched,,黔南布依族苗族自治州,156522700,unique_exact_or_prefix,25095.9639071754
2020,黔西南州,黔西南州,37.6,matched,,黔西南布依族苗族自治州,156522300,explicit_alias,20670.9050837634
2020,齐齐哈尔,齐齐哈尔,51.4,matched,,齐齐哈尔市,156230200,unique_exact_or_prefix,28809.2824679945
2021,三亚,三亚,42.6,matched,,三亚市,156460200,unique_exact_or_prefix,22170.8279831405
2021,三明,三明,51,matched,,三明市,156350400,unique_exact_or_prefix,25613.2932004961
2021,三门峡,三门峡,42.4,matched,,三门峡市,156411200,unique_exact_or_prefix,19049.8288486574
2021,上海,上海,91.6,matched,,上海市,156310000,unique_exact_or_prefix,505224.515250535
2021,上饶,上饶,45.8,matched,,上饶市,156361100,unique_exact_or_prefix,32424.9968166248
2021,东莞,东莞,73.1,matched,,东莞市,156441900,unique_exact_or_prefix,217292.684196888
2021,东营,东营,61.4,matched,,东营市,156370500,unique_exact_or_prefix,73092.4316511206
2021,中山,中山,64.5,matched,,中山市,156442000,unique_exact_or_prefix,89958.8421744421
2021,临汾,临汾,41,matched,,临汾市,156141000,unique_exact_or_prefix,38151.4541190269
2021,临沂,临沂,63.7,matched,,临沂市,156371300,unique_exact_or_prefix,136758.247350294
2021,丽水,丽水,44,matched,,丽水市,156331100,unique_exact_or_prefix,35358.141913213
2021,乌兰察布,乌兰察布,46.5,matched,,乌兰察布市,156150900,unique_exact_or_prefix,22262.4196147634
2021,乌鲁木齐,乌鲁木齐,64,matched,,乌鲁木齐市,156650100,unique_exact_or_prefix,125351.728972933
2021,乐山,乐山,42.9,matched,,乐山市,156511100,unique_exact_or_prefix,20757.0616470145
2021,九江,九江,52.3,matched,,九江市,156360400,unique_exact_or_prefix,40692.7044555921
2021,亳州,亳州,41.9,matched,,亳州市,156341600,unique_exact_or_prefix,44828.1431205394
2021,伊犁,伊犁,49.6,matched,,伊犁哈萨克自治州,156654000,unique_exact_or_prefix,44134.5609253378
2021,佛山,佛山,72.7,matched,,佛山市,156440600,unique_exact_or_prefix,182210.036989855
2021,保定,保定,51.1,matched,,保定市,156130600,unique_exact_or_prefix,134498.688490594
2021,信阳,信阳,47.8,matched,,信阳市,156411500,unique_exact_or_prefix,31966.0107964324
2021,克拉玛依,克拉玛依,47.9,matched,,克拉玛依市,156650200,unique_exact_or_prefix,42847.6998598959
2021,六安,六安,42.2,matched,,六安市,156341500,unique_exact_or_prefix,50347.0026015721
2021,六盘水,六盘水,39.5,matched,,六盘水市,156520200,unique_exact_or_prefix,16423.4846594483
2021,兰州,兰州,66.5,matched,,兰州市,156620100,unique_exact_or_prefix,65275.2821088898
2021,内江,内江,39.5,matched,,内江市,156511000,unique_exact_or_prefix,20329.26615696
2021,凉山,凉山,39,matched,,凉山彝族自治州,156513400,unique_exact_or_prefix,24826.726297976
2021,包头,包头,60.6,matched,,包头市,156150200,unique_exact_or_prefix,51724.4423306788
2021,北京,北京,90.5,matched,,北京市,156110000,unique_exact_or_prefix,460811.300503693
2021,北海,北海,53.2,matched,,北海市,156450500,unique_exact_or_prefix,24280.5917584134
2021,十堰,十堰,46,matched,,十堰市,156420300,unique_exact_or_prefix,17371.0147286583
2021,南京,南京,80.6,matched,,南京市,156320100,unique_exact_or_prefix,225631.933287926
2021,南充,南充,46.9,matched,,南充市,156511300,unique_exact_or_prefix,51610.1736780947
2021,南宁,南宁,66,matched,,南宁市,156450100,unique_exact_or_prefix,107568.099434576
2021,南平,南平,49.1,matched,,南平市,156350700,unique_exact_or_prefix,32485.9192285561
2021,南昌,南昌,69.7,matched,,南昌市,156360100,unique_exact_or_prefix,92388.4632570276
2021,南通,南通,70.2,matched,,南通市,156320600,unique_exact_or_prefix,165700.314469186
2021,南阳,南阳,53.8,matched,,南阳市,156411300,unique_exact_or_prefix,55440.2161490627
2021,厦门,厦门,72.6,matched,,厦门市,156350200,unique_exact_or_prefix,98015.342922422
2021,台州,台州,66.4,matched,,台州市,156331000,unique_exact_or_prefix,113521.258339061
2021,合肥,合肥,74.7,matched,,合肥市,156340100,unique_exact_or_prefix,190199.288004783
2021,吉安,吉安,45.4,matched,,吉安市,156360800,unique_exact_or_prefix,20691.0093231678
2021,吉林,吉林,43.4,matched,,吉林市,156220200,unique_exact_or_prefix,41663.5700281512
2021,吕梁,吕梁,40.5,matched,,吕梁市,156141100,unique_exact_or_prefix,38548.651405392
2021,周口,周口,56.7,matched,,周口市,156411600,unique_exact_or_prefix,60038.8322970722
2021,呼伦贝尔,呼伦贝尔,41.3,matched,,呼伦贝尔市,156150700,unique_exact_or_prefix,18167.879503942
2021,呼和浩特,呼和浩特,69.9,matched,,呼和浩特市,156150100,unique_exact_or_prefix,75565.8515267138
2021,咸宁,咸宁,42.3,matched,,咸宁市,156421200,unique_exact_or_prefix,16695.7163944791
2021,咸阳,咸阳,63.8,matched,,咸阳市,156610400,unique_exact_or_prefix,84896.9483820658
2021,哈尔滨,哈尔滨,65.1,matched,,哈尔滨市,156230100,unique_exact_or_prefix,116344.377586766
2021,唐山,唐山,59.3,matched,,唐山市,156130200,unique_exact_or_prefix,142318.511586182
2021,商丘,商丘,47.4,matched,,商丘市,156411400,unique_exact_or_prefix,68189.3662327832
2021,喀什,喀什,38.5,matched,,喀什地区,156653100,unique_exact_or_prefix,40771.9890435018
2021,嘉兴,嘉兴,67.4,matched,,嘉兴市,156330400,unique_exact_or_prefix,156366.065431241
2021,大同,大同,42.2,matched,,大同市,156140200,unique_exact_or_prefix,59320.5849982243
2021,大庆,大庆,56.6,matched,,大庆市,156230600,unique_exact_or_prefix,72939.1264758699
2021,大理,大理,40.4,matched,,大理白族自治州,156532900,unique_exact_or_prefix,28902.9835025582
2021,大连,大连,67,matched,,大连市,156210200,unique_exact_or_prefix,105987.069219449
2021,天水,天水,40.7,matched,,天水市,156620500,unique_exact_or_prefix,16398.3193026
2021,天津,天津,78.5,matched,,天津市,156120000,unique_exact_or_prefix,367482.249700179
2021,太原,太原,66.6,matched,,太原市,156140100,unique_exact_or_prefix,140145.514993431
2021,威海,威海,66.1,matched,,威海市,156371000,unique_exact_or_prefix,50504.5361539074
2021,娄底,娄底,42.8,matched,,娄底市,156431300,unique_exact_or_prefix,15956.5969324916
2021,孝感,孝感,47.1,matched,,孝感市,156420900,unique_exact_or_prefix,25982.5323278189
2021,宁德,宁德,49.9,matched,,宁德市,156350900,unique_exact_or_prefix,43040.6899274541
2021,宁波,宁波,78.3,matched,,宁波市,156330200,unique_exact_or_prefix,251525.643340662
2021,安庆,安庆,47.7,matched,,安庆市,156340800,unique_exact_or_prefix,38741.5838335374
2021,安康,安康,37.5,matched,,安康市,156610900,unique_exact_or_prefix,13720.6175958928
2021,安阳,安阳,46.7,matched,,安阳市,156410500,unique_exact_or_prefix,53910.1084069495
2021,宜宾,宜宾,48.2,matched,,宜宾市,156511500,unique_exact_or_prefix,32410.1468172877
2021,宜昌,宜昌,61.5,matched,,宜昌市,156420500,unique_exact_or_prefix,33224.0498619253
2021,宜春,宜春,46.8,matched,,宜春市,156360900,unique_exact_or_prefix,37295.4069756508
2021,宝鸡,宝鸡,52.7,matched,,宝鸡市,156610300,unique_exact_or_prefix,31472.8091733601
2021,宣城,宣城,41.8,matched,,宣城市,156341800,unique_exact_or_prefix,28243.1813126798
2021,宿州,宿州,44.9,matched,,宿州市,156341300,unique_exact_or_prefix,47911.8976849299
2021,宿迁,宿迁,58.3,matched,,宿迁市,156321300,unique_exact_or_prefix,68598.8936836892
2021,岳阳,岳阳,54.6,matched,,岳阳市,156430600,unique_exact_or_prefix,26969.5728938009
2021,巴音郭楞,巴音郭楞,39.6,matched,,巴音郭楞蒙古自治州,156652800,unique_exact_or_prefix,52995.3247220792
2021,常州,常州,67.8,matched,,常州市,156320400,unique_exact_or_prefix,140056.974820616
2021,常德,常德,55.3,matched,,常德市,156430700,unique_exact_or_prefix,30135.2709402631
2021,平顶山,平顶山,51.6,matched,,平顶山市,156410400,unique_exact_or_prefix,41907.9612679631
2021,广元,广元,39.3,matched,,广元市,156510800,unique_exact_or_prefix,12026.4364575662
2021,广安,广安,39.2,matched,,广安市,156511600,unique_exact_or_prefix,19831.694555119
2021,广州,广州,88.6,matched,,广州市,156440100,unique_exact_or_prefix,296602.037270081
2021,廊坊,廊坊,58,matched,,廊坊市,156131000,unique_exact_or_prefix,108501.530646423
2021,延安,延安,45.7,matched,,延安市,156610600,unique_exact_or_prefix,43781.6890343199
2021,开封,开封,59.5,matched,,开封市,156410200,unique_exact_or_prefix,47161.5715738577
2021,张家口,张家口,50.9,matched,,张家口市,156130700,unique_exact_or_prefix,43141.1070018235
2021,徐州,徐州,62.1,matched,,徐州市,156320300,unique_exact_or_prefix,120840.66630659
2021,德州,德州,59.7,matched,,德州市,156371400,unique_exact_or_prefix,58339.1104881609
2021,德阳,德阳,50.7,matched,,德阳市,156510600,unique_exact_or_prefix,41144.2813547111
2021,怀化,怀化,41.7,matched,,怀化市,156431200,unique_exact_or_prefix,16731.0479357523
2021,惠州,惠州,66.3,matched,,惠州市,156441300,unique_exact_or_prefix,145904.415328565
2021,成都,成都,90.1,matched,,成都市,156510100,unique_exact_or_prefix,323427.301711069
2021,扬州,扬州,66.6,matched,,扬州市,156321000,unique_exact_or_prefix,100532.203003142
2021,承德,承德,46.8,matched,,承德市,156130800,unique_exact_or_prefix,28848.0604768169
2021,抚州,抚州,40.4,matched,,抚州市,156361000,unique_exact_or_prefix,23487.3325959304
2021,抚顺,抚顺,38.8,matched,,抚顺市,156210400,unique_exact_or_prefix,24275.7564622318
2021,拉萨,拉萨,56.2,matched,,拉萨市,156540100,unique_exact_or_prefix,27530.8061298922
2021,揭阳,揭阳,52.6,matched,,揭阳市,156445200,unique_exact_or_prefix,79893.5973808686
2021,攀枝花,攀枝花,43,matched,,攀枝花市,156510400,unique_exact_or_prefix,14062.8337661173
2021,新乡,新乡,49.3,matched,,新乡市,156410700,unique_exact_or_prefix,65206.9677547894
2021,无锡,无锡,82.2,matched,,无锡市,156320200,unique_exact_or_prefix,190726.610315695
2021,日照,日照,49.5,matched,,日照市,156371100,unique_exact_or_prefix,36028.8034235047
2021,昆明,昆明,66.7,matched,,昆明市,156530100,unique_exact_or_prefix,138855.43707203
2021,昌吉,昌吉,45.2,matched,,昌吉回族自治州,156652300,unique_exact_or_prefix,59033.4916164618
